Course Code,Course Name,URL,Term
ENRG 401,"Energy: Supply Chain, Economics and Geopolitics",https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENRG&crse_numb_in=401,"Fall, Spring"
ENRG 420,Energy Systems Optimization,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENRG&crse_numb_in=420,"Fall, Spring"
ENRG 423,"Electric Power Systems: Operation, Technology and Economics",https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENRG&crse_numb_in=423,"Fall, Spring"
ENRG 424,"Cell Design, Modelling and Battery Pack Development",https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENRG&crse_numb_in=424,"Fall, Spring"
ENRG 424L,"Cell Design, Modelling and Battery Pack Development",https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENRG&crse_numb_in=424L,"Fall, Spring"
ENRG 426,Battery Management Systems,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENRG&crse_numb_in=426,"Fall, Spring"
ENRG 426L,Battery Management Systems Lab.,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENRG&crse_numb_in=426L,"Fall, Spring"
ENRG 520,Energy Systems Optimization,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENRG&crse_numb_in=520,"Fall, Spring"
ENRG 521,Hydrogen Energy System,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENRG&crse_numb_in=521,"Fall, Spring"
ENRG 522,Battery Science and Engineering,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENRG&crse_numb_in=522,"Fall, Spring"
ENRG 523,"Electric Power Systems: Operation, Technology and Economics",https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENRG&crse_numb_in=523,"Fall, Spring"
ENRG 524,"Cell Design, Modelling and Battery Pack Development",https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENRG&crse_numb_in=524,"Fall, Spring"
ENRG 524L,"Cell Design, Modelling and Battery Pack Development Lab.",https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENRG&crse_numb_in=524L,"Fall, Spring"
ENS 201,Electromagnetics I,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=201,"Fall, Spring"
ENS 201R,Electromagnetics I - Recitation,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=201R,"Fall, Spring"
ENS 202,Thermodynamics,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=202,"Fall, Spring"
ENS 202R,Thermodynamics - Recitation,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=202R,"Fall, Spring"
ENS 203,Electronic Circuits I,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=203,"Fall, Spring"
ENS 203R,Electronic Circuits I - Recitation,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=203R,"Fall, Spring"
ENS 204,Mechanics,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=204,"Fall, Spring"
ENS 204R,Mechanics - Recitation,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=204R,"Fall, Spring"
ENS 205,Introduction to Materials Science,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=205,"Fall, Spring"
ENS 205R,Introduction to Materials Science - Recitation,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=205R,"Fall, Spring"
ENS 206,Systems Modeling and Control,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=206,"Fall, Spring"
ENS 206L,Systems Modelling and Control - Lab.,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=206L,"Fall, Spring"
ENS 206R,Systems Modeling and Control - Recitation,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=206R,"Fall, Spring"
ENS 207,Introduction to Energy Systems,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=207,"Fall, Spring"
ENS 207R,Introduction to Energy Systems - Recitation,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=207R,"Fall, Spring"
ENS 208,Introduction to Industrial Engineering,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=208,"Fall, Spring"
ENS 208R,Introduction to Industrial Engineering Recitation,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=208R,"Fall, Spring"
ENS 209,Introduction to Computer Aided Drafting and Solid Modeling,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=209,"Fall, Spring"
ENS 209L,Introduction to Computer Aided Drafting and Solid Modeling - Lab.,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=209L,"Fall, Spring"
ENS 209R,Introduction to Computer Aided Drafting and Solid Modeling - Recitation,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=209R,"Fall, Spring"
ENS 210,Computational Biology,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=210,"Fall, Spring"
ENS 210L,Computational Biology - Lab.,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=210L,"Fall, Spring"
ENS 211,Signals,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=211,"Fall, Spring"
ENS 211R,Signals - Recitation,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=211R,"Fall, Spring"
ENS 214,Dynamics,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=214,"Fall, Spring"
ENS 214R,Dynamics Recitation,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=214R,"Fall, Spring"
ENS 216,Information Systems: A Historical Perspective,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=216,"Fall, Spring"
ENS 216R,Information Systems: A Historical Perspective Recitation,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=216R,"Fall, Spring"
ENS 222,Biological Circuits and Molecular Machines,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=222,"Fall, Spring"
ENS 302,Technology and Society,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=302,"Fall, Spring"
ENS 303,Introduction to Space Technology,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=303,"Fall, Spring"
ENS 309,Computer Aided Engineering,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=309,"Fall, Spring"
ENS 309L,Computer Aided Engineering Lab.,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=309L,"Fall, Spring"
ENS 309R,Computer Aided Engineering Rec.,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=309R,"Fall, Spring"
ENS 311,Numerical Analysis,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=311,"Fall, Spring"
ENS 311R,Numerical Analysis Recitation,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=311R,"Fall, Spring"
ENS 409R,Numerical Analysis Recitation,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=409R,"Fall, Spring"
ENS 410,Advanced Solid Modeling Techniques,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=410,"Fall, Spring"
ENS 410R,Advanced Solid Modeling Techniques-Recitation,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=410R,"Fall, Spring"
ENS 413,Experimental Methods in Nanoscience I,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=413,"Fall, Spring"
ENS 414,Experimental Methods in Nanoscience II,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=414,"Fall, Spring"
ENS 416,Introduction to Scanning Probe Microscopy,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=416,"Fall, Spring"
ENS 48000,"Special Topics in FENS: Energy: Supply Chain, Economics and Geopolitics",https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=48000,"Fall, Spring"
ENS 48001,Special Topics in FENS: Materials Selection in Product Design,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=48001,"Fall, Spring"
ENS 48002,Special Topics in FENS: Analysis of Social Networks,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=48002,"Fall, Spring"
ENS 4803,Special Topics in FENS: Nanobiotechnology,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=4803,"Fall, Spring"
ENS 4803L,Special Topics in FENS: Nanobiotechnology Lab.,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=4803L,"Fall, Spring"
ENS 491,Graduation Project (Design),https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=491,"Fall, Spring"
ENS 491R,Graduation Project: Case Study Session,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=491R,"Fall, Spring"
ENS 492,Graduation Project  (Implementation),https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=492,"Fall, Spring"
ENS 502,Product and Process Design,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=502,"Fall, Spring"
ENS 505,Methods of Statistical Inference,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=505,"Fall, Spring"
ENS 509,Numerical Methods,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=509,"Fall, Spring"
ENS 511,Engineering Optimization,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=511,"Fall, Spring"
ENS 513,Experimental Methods in Nanoscience I,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=513,"Fall, Spring"
ENS 514,Experimental Methods in Nanoscience II,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=514,"Fall, Spring"
ENS 516,Introduction to Scanning Probe Microscopy,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=516,"Fall, Spring"
ENS 525,Mathematical Methods for Scientists and Engineers I,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=525,"Fall, Spring"
ENS 526,Mathematical Methods for Scientists and Engineers II,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=526,"Fall, Spring"
ENS 5803,Special Topics in FENS: Nanobiotechnology,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=5803,"Fall, Spring"
ENS 5803L,Special Topics in FENS: Nanobiotechnology Lab.,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=5803L,"Fall, Spring"
ENS 596,Industrial Research,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENS&crse_numb_in=596,"Fall, Spring"
ENT 201,The Foundations of Entrepreneurship,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ENT&crse_numb_in=201,"Fall, Spring"
ES 500,Pro-Thesis Seminar,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ES&crse_numb_in=500,"Fall, Spring"
ES 501,The European Union as a New Legal Order,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ES&crse_numb_in=501,"Fall, Spring"
ES 502,Türkiye-European Union Relations,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ES&crse_numb_in=502,"Fall, Spring"
ES 505,European Foreign Policy,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ES&crse_numb_in=505,"Fall, Spring"
ES 506,Policy Making in the EU,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ES&crse_numb_in=506,"Fall, Spring"
ES 507,The Political Economy of European Integration,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ES&crse_numb_in=507,"Fall, Spring"
ES 508,European Administrative Law and Eurocracy,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ES&crse_numb_in=508,"Fall, Spring"
ES 510,Multi-level Governance in the EU,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ES&crse_numb_in=510,"Fall, Spring"
ES 512,European Economy,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ES&crse_numb_in=512,"Fall, Spring"
ES 514,Economic Policies in the EU,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ES&crse_numb_in=514,"Fall, Spring"
ES 516,International Economic Institutions,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ES&crse_numb_in=516,"Fall, Spring"
ES 518,European Business,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ES&crse_numb_in=518,"Fall, Spring"
ES 519,Public Opinion and EU Enlargement Process,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ES&crse_numb_in=519,"Fall, Spring"
ES 522,From Plan to Market: Economic Transformation in Eastern Europe,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ES&crse_numb_in=522,"Fall, Spring"
ES 523,Major Issues in the Euro-Mediterranean Area,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ES&crse_numb_in=523,"Fall, Spring"
ES 524,Major issues in the EU,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ES&crse_numb_in=524,"Fall, Spring"
ES 554,Migration and Integration,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ES&crse_numb_in=554,"Fall, Spring"
ES 592,Seminar on the Turkish Economy,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ES&crse_numb_in=592,"Fall, Spring"
ES 597,Term Project,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ES&crse_numb_in=597,"Fall, Spring"
ES 599,Master Thesis,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ES&crse_numb_in=599,"Fall, Spring"
ETM 501,Fundamentals of Energy Resources,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ETM&crse_numb_in=501,"Fall, Spring"
ETM 502,"Environment, Climate Change and Social Cost",https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ETM&crse_numb_in=502,"Fall, Spring"
ETM 504,Energy Markets,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ETM&crse_numb_in=504,"Fall, Spring"
ETM 506,Energy Regulations and Laws,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ETM&crse_numb_in=506,"Fall, Spring"
ETM 507,Technology and Innovation Management in Energy Industry,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ETM&crse_numb_in=507,"Fall, Spring"
ETM 508,Finance of Energy Projects,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ETM&crse_numb_in=508,"Fall, Spring"
ETM 509,Project Management in Energy Industry,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ETM&crse_numb_in=509,"Fall, Spring"
ETM 510,Special Topics in Energy Studies I,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ETM&crse_numb_in=510,"Fall, Spring"
ETM 513,Fundamental Skills in Energy Studies,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ETM&crse_numb_in=513,"Fall, Spring"
ETM 515,Fossil Fuel Technologies,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ETM&crse_numb_in=515,"Fall, Spring"
ETM 517,Renewable Energy Systems,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ETM&crse_numb_in=517,"Fall, Spring"
ETM 518,Energy and Mobility,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ETM&crse_numb_in=518,"Fall, Spring"
ETM 519,Energy System Transition,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ETM&crse_numb_in=519,"Fall, Spring"
ETM 520,Inv.&StrategyinEnergyIndustry,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ETM&crse_numb_in=520,"Fall, Spring"
ETM 521,"Power System Essentials: Historical, Engineering and Emerging Aspects",https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ETM&crse_numb_in=521,"Fall, Spring"
ETM 523,Energy Systems Modeling and Analysis,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ETM&crse_numb_in=523,"Fall, Spring"
ETM 524,Fundamentals of Energy Science,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ETM&crse_numb_in=524,"Fall, Spring"
ETM 525,Energy Geopolitics,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ETM&crse_numb_in=525,"Fall, Spring"
ETM 526,Corporate Climate Change Management,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ETM&crse_numb_in=526,"Fall, Spring"
ETM 527,Data Analytics in Energy Industry,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ETM&crse_numb_in=527,"Fall, Spring"
ETM 528,Energy Storage Technologies,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ETM&crse_numb_in=528,"Fall, Spring"
ETM 551,Graduate Seminar I,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ETM&crse_numb_in=551,"Fall, Spring"
ETM 590,Master Thesis,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ETM&crse_numb_in=590,"Fall, Spring"
ETM 591,Directed Research,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ETM&crse_numb_in=591,"Fall, Spring"
ETM 592,Project Course,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ETM&crse_numb_in=592,"Fall, Spring"
ETM 599,Individual Study,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ETM&crse_numb_in=599,"Fall, Spring"
ETM 600,Individual Study - II,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ETM&crse_numb_in=600,"Fall, Spring"
ETM 601,Individual Study - III,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=ETM&crse_numb_in=601,"Fall, Spring"
FIN 301,Financial Management,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=FIN&crse_numb_in=301,"Fall, Spring"
FIN 301R,Financial Management-Recitation,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=FIN&crse_numb_in=301R,"Fall, Spring"
FIN 401,Corporate Finance,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=FIN&crse_numb_in=401,"Fall, Spring"
FIN 402,Investments,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=FIN&crse_numb_in=402,"Fall, Spring"
FIN 403,Derivative Securities,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=FIN&crse_numb_in=403,"Fall, Spring"
FIN 404,Multinational Corporate Finance,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=FIN&crse_numb_in=404,"Fall, Spring"
FIN 405,Corporate Mergers & Acquisitions,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=FIN&crse_numb_in=405,"Fall, Spring"
FIN 406,Behavioral Finance,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=FIN&crse_numb_in=406,"Fall, Spring"
FIN 407,Entrepreneurship and Venture Capital,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=FIN&crse_numb_in=407,"Fall, Spring"
FIN 408,Financial Products,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=FIN&crse_numb_in=408,"Fall, Spring"
FIN 409,Banking and Financial Intermediation,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=FIN&crse_numb_in=409,"Fall, Spring"
FIN 410,Financial Technologies,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=FIN&crse_numb_in=410,"Fall, Spring"
FIN 450,Selected Topics in Finance I,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=FIN&crse_numb_in=450,"Fall, Spring"
FIN 451,Selected Topics in Finance II,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=FIN&crse_numb_in=451,"Fall, Spring"
FIN 499,Wealth Management,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=FIN&crse_numb_in=499,"Fall, Spring"
FIN 502,Principles Of Finance,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=FIN&crse_numb_in=502,"Fall, Spring"
FIN 523,Derivatives,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=FIN&crse_numb_in=523,"Fall, Spring"
FIN 524,Private Equity,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=FIN&crse_numb_in=524,"Fall, Spring"
FIN 525,Portfolio Management,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=FIN&crse_numb_in=525,"Fall, Spring"
FIN 527,Financial Modeling,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=FIN&crse_numb_in=527,"Fall, Spring"
