Course Code,Course Name,URL,Term
IE 302,Stochastic Models in Operations Research,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=302,"Fall, Spring"
IE 302R,Stochastic Models in Operations Research - Recitation,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=302R,"Fall, Spring"
IE 303,Decision Economics,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=303,"Fall, Spring"
IE 303R,Decision Economics - Recitation,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=303R,"Fall, Spring"
IE 304,Production and Service Systems Planning and Design,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=304,"Fall, Spring"
IE 305,Simulation,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=305,"Fall, Spring"
IE 305R,Simulation - Recitation,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=305R,"Fall, Spring"
IE 306,Human Factors Engineering,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=306,"Fall, Spring"
IE 309,Manufacturing Processes I,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=309,"Fall, Spring"
IE 309R,Manufacturing Processes I - Recitation,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=309R,"Fall, Spring"
IE 311,Operations Research I,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=311,"Fall, Spring"
IE 311R,Operations Research I Recitation,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=311R,"Fall, Spring"
IE 312,Operations Research II,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=312,"Fall, Spring"
IE 312R,Operations Research II Recitation,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=312R,"Fall, Spring"
IE 313,Operations Research III,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=313,"Fall, Spring"
IE 313R,Operations Research III - Recitation,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=313R,"Fall, Spring"
IE 395,Internship Project,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=395,"Fall, Spring"
IE 401,Production and Service Systems Operations,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=401,"Fall, Spring"
IE 401R,Production and Service Systems Operations-Recitation,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=401R,"Fall, Spring"
IE 402,Integrated Manufacturing Systems,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=402,"Fall, Spring"
IE 402L,Integrated Manufacturing Systems - Lab,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=402L,"Fall, Spring"
IE 403,Quality Planning and Control,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=403,"Fall, Spring"
IE 404,Digital Transformation,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=404,"Fall, Spring"
IE 405,Decision Analysis,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=405,"Fall, Spring"
IE 408,Reliability and Maintenance Analysis,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=408,"Fall, Spring"
IE 409,Project Scheduling and Management,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=409,"Fall, Spring"
IE 409R,Project Scheduling and Management - Recitation,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=409R,"Fall, Spring"
IE 411,Modeling and Analysis of Large Systems,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=411,"Fall, Spring"
IE 413,Information Systems,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=413,"Fall, Spring"
IE 414,Manufacturing and Digitalization  Strategies,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=414,"Fall, Spring"
IE 415,Decision Support Systems,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=415,"Fall, Spring"
IE 415R,Decision Support Systems-Recitation,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=415R,"Fall, Spring"
IE 416,Additive Manufacturing,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=416,"Fall, Spring"
IE 416L,Additive Manufacturing Lab.,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=416L,"Fall, Spring"
IE 417,Facilities and Material Handling Design,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=417,"Fall, Spring"
IE 425,Computational Operations Research,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=425,"Fall, Spring"
IE 430,Logistics Systems Planning and Design,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=430,"Fall, Spring"
IE 432,Stochastic Models in Finance,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=432,"Fall, Spring"
IE 435,Production Dynamics and Control,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=435,"Fall, Spring"
IE 436,Monte Carlo Methods in Finance,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=436,"Fall, Spring"
IE 451,Data Analytics and Optimization,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=451,"Fall, Spring"
IE 454,Supply Chain Analysis,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=454,"Fall, Spring"
IE 471,Supply Chain Practice,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=471,"Fall, Spring"
IE 472,Strategic Decision Making Practice,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=472,"Fall, Spring"
IE 48002,Special Topics in IE:Advanced statistics with R,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=48002,"Fall, Spring"
IE 48005,Special Topics in IE: Digital Manufacturing,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=48005,"Fall, Spring"
IE 501,Linear Programming and Extensions,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=501,"Fall, Spring"
IE 503,Stochastic Processes,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=503,"Fall, Spring"
IE 509,Nonlinear Programming,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=509,"Fall, Spring"
IE 512,Graph Theory and Network Flows,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=512,"Fall, Spring"
IE 514,Manufacturing Strategies,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=514,"Fall, Spring"
IE 515,Dynamic Programming,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=515,"Fall, Spring"
IE 518,Queuing Theory and Applications,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=518,"Fall, Spring"
IE 522,Decision Analysis,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=522,"Fall, Spring"
IE 524,System Simulation,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=524,"Fall, Spring"
IE 525,Operations Research and Data Mining,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=525,"Fall, Spring"
IE 527,System Dynamics,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=527,"Fall, Spring"
IE 530,Logistics and Transportation Systems Planning,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=530,"Fall, Spring"
IE 532,Stochastic Models in Finance,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=532,"Fall, Spring"
IE 536,Monte Carlo Methods in Finance,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=536,"Fall, Spring"
IE 545,Production Systems Planning and Design,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=545,"Fall, Spring"
IE 550,Sequencing and Scheduling,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=550,"Fall, Spring"
IE 551,Graduate Seminar I,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=551,"Fall, Spring"
IE 552,Graduate Seminar II,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=552,"Fall, Spring"
IE 553,Facility Design and Analysis,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=553,"Fall, Spring"
IE 554,Supply Chain Management,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=554,"Fall, Spring"
IE 567,Manufacturing Systems Modelling,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=567,"Fall, Spring"
IE 573,Time Series and Forecasting Models,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=573,"Fall, Spring"
IE 58001,Special Topics in IE: Simulation for Statistical Inference,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=58001,"Fall, Spring"
IE 58002,Special Topics in IE: Production Planning,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=58002,"Fall, Spring"
IE 58004,Special Topics in IE: Applications of Combinatorial Optimization,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=58004,"Fall, Spring"
IE 58005,Special Topics in IE: Advanced statistics with R,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=58005,"Fall, Spring"
IE 590,Master Thesis,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=590,"Fall, Spring"
IE 591,Directed Research,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=591,"Fall, Spring"
IE 592,Project Course,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=592,"Fall, Spring"
IE 601,Optimization Theory,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=601,"Fall, Spring"
IE 602,Stochastic Programming,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=602,"Fall, Spring"
IE 604,Integer Programming,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=604,"Fall, Spring"
IE 605,Advanced Topics in Stochastic Processes,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=605,"Fall, Spring"
IE 606,Large Scale Optimization,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=606,"Fall, Spring"
IE 640,Behavioral and Experimental Methods in Operations Management,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=640,"Fall, Spring"
IE 751,Graduate Seminar I,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=751,"Fall, Spring"
IE 752,Graduate Seminar II,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=752,"Fall, Spring"
IE 790,Ph.D. Dissertation,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=790,"Fall, Spring"
IE 791,Directed Research I,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=791,"Fall, Spring"
IE 792,Directed Research II,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=792,"Fall, Spring"
IE 793,Directed Research III,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=793,"Fall, Spring"
IE 794,Directed Research IV,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IE&crse_numb_in=794,"Fall, Spring"
IF 100,Computational Approaches to Problem Solving,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IF&crse_numb_in=100,"Fall, Spring"
IF 100R,Computational Approaches to Problem Solving – Recitation,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IF&crse_numb_in=100R,"Fall, Spring"
IF 200,"Fantasy, Reality, Science and Society",https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IF&crse_numb_in=200,"Fall, Spring"
IF 201,"Science, Engineering and Politics of Food",https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202502&subj_code_in=IF&crse_numb_in=201,Spring
IF 301,Gender in Science and Technology,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IF&crse_numb_in=301,"Fall, Spring"
IF 333,"Creativity, Innovation and Entrepreneurship",https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IF&crse_numb_in=333,"Fall, Spring"
IF 402,Sustainability and Circularity in Materials,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IF&crse_numb_in=402,"Fall, Spring"
IF 405,Scientific Investigations into Artworks,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IF&crse_numb_in=405,"Fall, Spring"
IF 467,"Decision, Psychology and Brain",https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IF&crse_numb_in=467,"Fall, Spring"
IF 501,Gender in Science and Technology,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IF&crse_numb_in=501,"Fall, Spring"
IR 201,International Relations Theory,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IR&crse_numb_in=201,"Fall, Spring"
IR 201D,International Relations Theory-Discussion,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IR&crse_numb_in=201D,"Fall, Spring"
IR 301,Globalization and International Relations,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IR&crse_numb_in=301,"Fall, Spring"
IR 341,Global Governance,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IR&crse_numb_in=341,"Fall, Spring"
IR 342,Turkish Foreign Policy,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IR&crse_numb_in=342,"Fall, Spring"
IR 391,International Political Economy,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IR&crse_numb_in=391,"Fall, Spring"
IR 392,Foreign Policy Analysis,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IR&crse_numb_in=392,"Fall, Spring"
IR 394,World Politics,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IR&crse_numb_in=394,"Fall, Spring"
IR 401,Türkiye and the Middle East,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IR&crse_numb_in=401,"Fall, Spring"
IR 402,Türkiye in Europe,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IR&crse_numb_in=402,"Fall, Spring"
IR 405,European Foreign Policy,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IR&crse_numb_in=405,"Fall, Spring"
IR 410,International Security,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IR&crse_numb_in=410,"Fall, Spring"
IR 489,Human Rights in World Affairs,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IR&crse_numb_in=489,"Fall, Spring"
IR 501,Globalization and International Relations,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IR&crse_numb_in=501,"Fall, Spring"
IR 510,International Security,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IR&crse_numb_in=510,"Fall, Spring"
IR 530,American Politics and Government,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IR&crse_numb_in=530,"Fall, Spring"
IR 535,Russian Politics and Foreign Policy,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IR&crse_numb_in=535,"Fall, Spring"
IR 537,Central Asia and Caucasus in International Perspective,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IR&crse_numb_in=537,"Fall, Spring"
IR 592,Foreign Policy Analysis,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IR&crse_numb_in=592,"Fall, Spring"
IR 597,Term Project,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IR&crse_numb_in=597,"Fall, Spring"
IS 300,Project and Internship,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IS&crse_numb_in=300,"Fall, Spring"
IT 501,Introduction to Computer Programming,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IT&crse_numb_in=501,"Fall, Spring"
IT 511,Fundamentals of Data Communications and TCP/IP Networking,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IT&crse_numb_in=511,"Fall, Spring"
IT 512,Enterprise System Analysis an Integration,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IT&crse_numb_in=512,"Fall, Spring"
IT 513,Systems And Network Security,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IT&crse_numb_in=513,"Fall, Spring"
IT 515,Designing Network Service Architectures,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IT&crse_numb_in=515,"Fall, Spring"
IT 519,Introduction to Programming using C#,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IT&crse_numb_in=519,"Fall, Spring"
IT 520,Linux Programming Environment,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IT&crse_numb_in=520,"Fall, Spring"
IT 521,Object-oriented Programming with C++,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IT&crse_numb_in=521,"Fall, Spring"
IT 522,Advanced Programming using Visual C++,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IT&crse_numb_in=522,"Fall, Spring"
IT 523,Developing E-commerce Applications using XML,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IT&crse_numb_in=523,"Fall, Spring"
IT 524,Programming with Java,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IT&crse_numb_in=524,"Fall, Spring"
IT 525,Advanced Java Programming,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IT&crse_numb_in=525,"Fall, Spring"
IT 526,Enterprise Java Frameworks and Design Patterns,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IT&crse_numb_in=526,"Fall, Spring"
IT 527,Enterprise Data and Process Integration Using XML,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IT&crse_numb_in=527,"Fall, Spring"
IT 528,Developing .NET Applications Using C#,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IT&crse_numb_in=528,"Fall, Spring"
IT 529,Object-oriented Analysis and Design using UML,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IT&crse_numb_in=529,"Fall, Spring"
IT 530,Advanced Web Programming,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IT&crse_numb_in=530,"Fall, Spring"
IT 531,Building Web Applications Using ASP.NET and AJAX Framework,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IT&crse_numb_in=531,"Fall, Spring"
IT 532,Web Technologies for Applicaton Developers,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IT&crse_numb_in=532,"Fall, Spring"
IT 533,Web Programming using ASP.NET,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IT&crse_numb_in=533,"Fall, Spring"
IT 534,Real Time Systems,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IT&crse_numb_in=534,"Fall, Spring"
IT 535,Mobile Programming,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IT&crse_numb_in=535,"Fall, Spring"
IT 536,Developing Mobile Applications Using the .NET Framework,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IT&crse_numb_in=536,"Fall, Spring"
IT 537,Front-end Web Development,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IT&crse_numb_in=537,"Fall, Spring"
IT 538,Software Testing,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IT&crse_numb_in=538,"Fall, Spring"
IT 539,Secure Software Coding,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IT&crse_numb_in=539,"Fall, Spring"
IT 540,Social Network Analysis,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IT&crse_numb_in=540,"Fall, Spring"
IT 541,Introduction to Machine Learning,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IT&crse_numb_in=541,"Fall, Spring"
IT 542,Big Data Processing using Hadoop,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IT&crse_numb_in=542,"Fall, Spring"
IT 543,Applied Programming in Python,https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IT&crse_numb_in=543,"Fall, Spring"
IT 553,"Database Design, Management and Administration",https://suis.sabanciuniv.edu/prod/bwckctlg.p_disp_course_detail?cat_term_in=202501&subj_code_in=IT&crse_numb_in=553,"Fall, Spring"
