Term,Course Code,Section,CRN,Course Name,Time,Days,Location,Instructor
Spring,AL 102,A5,20451,Academic Literacies,11:40 am - 12:30 pm,T,Fac. of Engin. and Nat. Sci. L055,Tuğçe   Gürer
Spring,AL 102,A6,20452,Academic Literacies,9:40 am - 11:30 am,M,Fac. of Engin. and Nat. Sci. L029,Ali   Aydın
Spring,AL 102,A6,20452,Academic Literacies,11:40 am - 12:30 pm,T,Fac. of Engin. and Nat. Sci. L065,Ali   Aydın
Spring,AL 102,A7,20454,Academic Literacies,9:40 am - 11:30 am,M,Fac.of Arts and Social Sci. 1099,Serpil   Öz
Spring,AL 102,A7,20454,Academic Literacies,11:40 am - 12:30 pm,T,Sabancı Business School G041,Serpil   Öz
Spring,AL 102,A8,22397,Academic Literacies,9:40 am - 11:30 am,M,Fac. of Engin. and Nat. Sci. G029,
Spring,AL 102,A8,22397,Academic Literacies,11:40 am - 12:30 pm,T,Sabancı Business School G050,
Spring,AL 102,B1,20456,Academic Literacies,12:40 pm - 2:30 pm,T,Fac.of Arts and Social Sci. 1098,Ali Nihat  Eken
Spring,AL 102,B1,20456,Academic Literacies,9:40 am - 10:30 am,R,Fac.of Arts and Social Sci. 1102,Ali Nihat  Eken
Spring,AL 102,B2,20457,Academic Literacies,12:40 pm - 2:30 pm,T,Sabancı Business School G098,Ekrem Sabit  Şimşek
Spring,AL 102,B2,20457,Academic Literacies,9:40 am - 10:30 am,R,Fac.of Arts and Social Sci. G043,Ekrem Sabit  Şimşek
Spring,AL 102,B3,20458,Academic Literacies,12:40 pm - 2:30 pm,T,Fac.of Arts and Social Sci. G043,Naime Meltem  Aygüneş
Spring,AL 102,B3,20458,Academic Literacies,9:40 am - 10:30 am,R,Fac.of Arts and Social Sci. 1079,Naime Meltem  Aygüneş
Spring,AL 102,B4,20459,Academic Literacies,12:40 pm - 2:30 pm,T,Fac.of Arts and Social Sci. 1079,Deniz   Kurtoğlu Eken
Spring,AL 102,B4,20459,Academic Literacies,9:40 am - 10:30 am,R,Fac.of Arts and Social Sci. 1096,Deniz   Kurtoğlu Eken
Spring,AL 102,B5,20460,Academic Literacies,12:40 pm - 2:30 pm,T,Fac. of Engin. and Nat. Sci. L056,Tuğçe   Gürer
Spring,AL 102,B5,20460,Academic Literacies,9:40 am - 10:30 am,R,Sabancı Business School G065,Tuğçe   Gürer
Spring,AL 102,B6,20461,Academic Literacies,12:40 pm - 2:30 pm,T,Fac. of Engin. and Nat. Sci. L065,Ali   Aydın
Spring,AL 102,B6,20461,Academic Literacies,9:40 am - 10:30 am,R,Fac. of Engin. and Nat. Sci. L048,Ali   Aydın
Spring,AL 102,B7,20462,Academic Literacies,12:40 pm - 2:30 pm,T,Sabancı Business School G041,Serpil   Öz
Spring,AL 102,B7,20462,Academic Literacies,9:40 am - 10:30 am,R,Fac.of Arts and Social Sci. G050,Serpil   Öz
Spring,AL 102,B8,22398,Academic Literacies,12:40 pm - 2:30 pm,T,Sabancı Business School G050,
Spring,AL 102,B8,22398,Academic Literacies,9:40 am - 10:30 am,R,Fac. of Engin. and Nat. Sci. G025,
Spring,AL 102,C1,20470,Academic Literacies,8:40 am - 10:30 am,W,Fac.of Arts and Social Sci. 1001,Ali Nihat  Eken
Spring,AL 102,C1,20470,Academic Literacies,11:40 am - 12:30 pm,R,Fac.of Arts and Social Sci. 1001,Ali Nihat  Eken
Spring,AL 102,C2,20471,Academic Literacies,8:40 am - 10:30 am,W,Fac.of Arts and Social Sci. G043,Ekrem Sabit  Şimşek
Spring,AL 102,C2,20471,Academic Literacies,11:40 am - 12:30 pm,R,Fac.of Arts and Social Sci. G043,Ekrem Sabit  Şimşek
Spring,AL 102,C3,20472,Academic Literacies,8:40 am - 10:30 am,W,Fac.of Arts and Social Sci. 1079,Naime Meltem  Aygüneş
Spring,AL 102,C3,20472,Academic Literacies,11:40 am - 12:30 pm,R,Fac.of Arts and Social Sci. 1096,Naime Meltem  Aygüneş
Spring,AL 102,C4,20474,Academic Literacies,8:40 am - 10:30 am,W,Fac.of Arts and Social Sci. 1097,Deniz   Kurtoğlu Eken
Spring,AL 102,C4,20474,Academic Literacies,11:40 am - 12:30 pm,R,Fac. of Engin. and Nat. Sci. L061,Deniz   Kurtoğlu Eken
Spring,AL 102,C5,20476,Academic Literacies,8:40 am - 10:30 am,W,Sabancı Business School G098,Tuğçe   Gürer
Spring,AL 102,C5,20476,Academic Literacies,11:40 am - 12:30 pm,R,Sabancı Business School G065,Tuğçe   Gürer
Spring,AL 102,C6,20478,Academic Literacies,8:40 am - 10:30 am,W,Fac. of Engin. and Nat. Sci. L048,Ali   Aydın
Spring,AL 102,C6,20478,Academic Literacies,11:40 am - 12:30 pm,R,Fac. of Engin. and Nat. Sci. L030,Ali   Aydın
Spring,AL 102,C7,20479,Academic Literacies,8:40 am - 10:30 am,W,Fac. of Engin. and Nat. Sci. 2019,Serpil   Öz
Spring,AL 102,C7,20479,Academic Literacies,11:40 am - 12:30 pm,R,Fac.of Arts and Social Sci. G050,Serpil   Öz
Spring,AL 102,C8,22399,Academic Literacies,8:40 am - 10:30 am,W,Fac. of Engin. and Nat. Sci. G029,
Spring,AL 102,C8,22399,Academic Literacies,11:40 am - 12:30 pm,R,Fac. of Engin. and Nat. Sci. G025,
Spring,AL 102,D1,20481,Academic Literacies,12:40 pm - 2:30 pm,W,Fac.of Arts and Social Sci. 1101,Ali Nihat  Eken
Spring,AL 102,D1,20481,Academic Literacies,12:40 pm - 1:30 pm,R,Fac.of Arts and Social Sci. 1102,Ali Nihat  Eken
Spring,AL 102,D2,20482,Academic Literacies,12:40 pm - 2:30 pm,W,Fac.of Arts and Social Sci. G043,Ekrem Sabit  Şimşek
Spring,AL 102,D2,20482,Academic Literacies,12:40 pm - 1:30 pm,R,Fac.of Arts and Social Sci. G043,Ekrem Sabit  Şimşek
Spring,AL 102,D3,20483,Academic Literacies,12:40 pm - 2:30 pm,W,Fac.of Arts and Social Sci. 1079,Naime Meltem  Aygüneş
Spring,AL 102,D3,20483,Academic Literacies,12:40 pm - 1:30 pm,R,Fac.of Arts and Social Sci. 1079,Naime Meltem  Aygüneş
Spring,AL 102,D4,20484,Academic Literacies,12:40 pm - 2:30 pm,W,Fac. of Engin. and Nat. Sci. L061,Deniz   Kurtoğlu Eken
Spring,AL 102,D4,20484,Academic Literacies,12:40 pm - 1:30 pm,R,Fac. of Engin. and Nat. Sci. L061,Deniz   Kurtoğlu Eken
Spring,AL 102,D5,20485,Academic Literacies,12:40 pm - 2:30 pm,W,Sabancı Business School L014,Tuğçe   Gürer
Spring,AL 102,D5,20485,Academic Literacies,12:40 pm - 1:30 pm,R,Sabancı Business School G065,Tuğçe   Gürer
Spring,AL 102,D6,20486,Academic Literacies,12:40 pm - 2:30 pm,W,Fac. of Engin. and Nat. Sci. L048,Ali   Aydın
Spring,AL 102,D6,20486,Academic Literacies,12:40 pm - 1:30 pm,R,Fac. of Engin. and Nat. Sci. L048,Ali   Aydın
Spring,AL 102,D7,20487,Academic Literacies,12:40 pm - 2:30 pm,W,Fac. of Engin. and Nat. Sci. 2019,Serpil   Öz
Spring,AL 102,D7,20487,Academic Literacies,12:40 pm - 1:30 pm,R,Fac.of Arts and Social Sci. G050,Serpil   Öz
Spring,AL 102,D8,22400,Academic Literacies,12:40 pm - 2:30 pm,W,Sabancı Business School G042,
Spring,AL 102,D8,22400,Academic Literacies,12:40 pm - 1:30 pm,R,Fac. of Engin. and Nat. Sci. G025,
Spring,ACC 201,A,20049,Introduction to Financial Accounting and Reporting,8:40 am - 9:30 am,M,Fac.of Arts and Social Sci. G018,Onuralp   Armağan
Spring,ACC 201,A,20049,Introduction to Financial Accounting and Reporting,3:40 pm - 5:30 pm,T,Fac.of Arts and Social Sci. G018,Onuralp   Armağan
Spring,ACC 201,B,20050,Introduction to Financial Accounting and Reporting,10:40 am - 1:30 pm,F,Fac. of Engin. and Nat. Sci. L055,Turgay   Sakin
Spring,ACC 301,0,20055,Managerial Accounting,10:40 am - 11:30 am,M,Sabancı Business School L018,Ulf   Nilsson
Spring,ACC 301,0,20055,Managerial Accounting,2:40 pm - 4:30 pm,R,Sabancı Business School G013,Ulf   Nilsson
Spring,ACC 405,0,23372,Financial Statement Analysis,9:40 am - 11:30 am,M,Sabancı Business School G060,Onuralp   Armağan
Spring,ACC 405,0,23372,Financial Statement Analysis,12:40 pm - 1:30 pm,T,Sabancı Business School G060,Onuralp   Armağan
Spring,GR 500E,0,22493,Academic Practices and Development,,,,"Hüsnü   Yenigün, Andrew Christopher  Bosson , İlkem   Kayıcan"
Spring,GR 500M,0,22827,Academic Practices and Development,,,,Ayşe   Kocabıyıkoğlu
Spring,GR 500S,CUL,22355,Academic Practices and Development,,,,"Cenk   Özbay, Andrew Christopher  Bosson , İlkem   Kayıcan"
Spring,GR 500S,ECO,22356,Academic Practices and Development,,,,"Mehmet   Barlo, Andrew Christopher  Bosson , İlkem   Kayıcan"
Spring,GR 500S,GEN,22357,Academic Practices and Development,,,,"Cenk   Özbay, Andrew Christopher  Bosson , İlkem   Kayıcan"
Spring,GR 500S,HIS,22358,Academic Practices and Development,,,,"Abdurrahman   Atçıl, Andrew Christopher  Bosson , İlkem   Kayıcan"
Spring,GR 500S,POL,22359,Academic Practices and Development,,,,"Oya   Yeğen, Andrew Christopher  Bosson , İlkem   Kayıcan"
Spring,GR 500S,PSY,22360,Academic Practices and Development,,,,"Nebi   Sümer, Andrew Christopher  Bosson , İlkem   Kayıcan"
Spring,GR 500S,TS,22361,Academic Practices and Development,,,,"Mehmet   Kuru, Andrew Christopher  Bosson , İlkem   Kayıcan"
Spring,GR 500S,VAC,22362,Academic Practices and Development,,,,"Selçuk Hüseyin  Artut, Andrew Christopher  Bosson , İlkem   Kayıcan"
Spring,GR 503E,0,21022,Academic Practices and Development 3,,,,Hüsnü   Yenigün
Spring,GR 555E,A,22623,Scientific and Technical Communication,9:40 am - 12:30 pm,M,Fac.of Arts and Social Sci. 1096,Daniel Lee   Calvey
Spring,GR 555E,B,21548,Scientific and Technical Communication,9:40 am - 12:30 pm,R,Fac. of Engin. and Nat. Sci. L035,Daniel Lee   Calvey
Spring,GR 555E,C,21549,Scientific and Technical Communication,1:40 pm - 4:30 pm,T,Fac. of Engin. and Nat. Sci. L063,Daniel Lee   Calvey
Spring,GR 555M,0,23160,Academic Writing for Graduate Students,,,,Daniel Lee   Calvey
Spring,GR 555S,A,20181,Academic Writing for Graduate Students,11:40 am - 1:30 pm,T,Fac.of Arts and Social Sci. 1089,Gülru   Gözaçan
Spring,GR 555S,B,20183,Academic Writing for Graduate Students,8:40 am - 10:30 am,F,Fac.of Arts and Social Sci. G052,Gülru   Gözaçan
Spring,GR 700E,0,21237,PhD Qualifying Exam Preparation,,,,Hüsnü   Yenigün
Spring,ANTH 255,0,23165,"Local Cultures, Global Forces",9:40 am - 11:30 am,M,Fac.of Arts and Social Sci. 1097,Ayşecan   Terzioğlu
Spring,ANTH 255,0,23165,"Local Cultures, Global Forces",2:40 pm - 3:30 pm,R,Fac.of Arts and Social Sci. 1089,Ayşecan   Terzioğlu
Spring,ANTH 468,0,23166,Ethnography: Fieldwork and Writing in Antropology,3:40 pm - 6:30 pm,M,Fac.of Arts and Social Sci. 1081,Kristen Sarah   Biehl Öztuzcu
Spring,ANTH 568,0,23167,Ethnography: Fieldwork and Writing in Anthropology,3:40 pm - 6:30 pm,M,Fac.of Arts and Social Sci. 1081,Kristen Sarah   Biehl Öztuzcu
Spring,ARA 520,0,23340,Basic Arabic II,10:40 am - 1:30 pm,W,Sabancı Business School G056,Muhammed Fatih  Büyükkörükcü
Spring,ARA 520D,0,23341,Basic Arabic II Discussion,12:40 pm - 2:30 pm,R,Sabancı Business School G062,Muhammed Fatih  Büyükkörükcü
Spring,ARA 540,0,23342,Intermediate Arabic II,1:40 pm - 4:30 pm,W,Fac.of Arts and Social Sci. 2080,Muhammed Fatih  Büyükkörükcü
Spring,ARA 540D,0,23343,Intermediate  Arabic II Discussion,10:40 am - 12:30 pm,R,Fac.of Arts and Social Sci. 2080,Muhammed Fatih  Büyükkörükcü
Spring,BAN 500,0,23376,Business Analytics,9:40 am - 11:30 am,M,Sabancı Business School G050,Fatma Tevhide  Altekin
Spring,BAN 500,0,23376,Business Analytics,9:40 am - 10:30 am,T,Sabancı Business School G050,Fatma Tevhide  Altekin
Spring,BAN 500R,0,23377,Business Analytics,10:40 am - 11:30 am,T,Sabancı Business School G050,Fatma Tevhide  Altekin
Spring,CHEM 202,0,20174,Chemical Kinetics,10:40 am - 12:30 pm,W,Fac.of Arts and Social Sci. 1103,Bekir   Dızman
Spring,CHEM 202,0,20174,Chemical Kinetics,11:40 am - 12:30 pm,F,Sabancı Business School L018,Bekir   Dızman
Spring,CHEM 202L,0,20179,Chemical Kinetics Lab.,4:40 pm - 7:30 pm,M,Fac. of Engin. and Nat. Sci. G049/G050,Bekir   Dızman
Spring,CHEM 212,0,23331,General Chemistry for Engineers,10:40 am - 11:30 am,M,Fac. of Engin. and Nat. Sci. L061,Hayriye   Ünal
Spring,CHEM 212,0,23331,General Chemistry for Engineers,9:40 am - 11:30 am,R,Fac. of Engin. and Nat. Sci. L061,Hayriye   Ünal
Spring,CHEM 212L,0,23332,General Chemistry for Engineers – Lab.,2:40 pm - 4:30 pm,R,Fac. of Engin. and Nat. Sci. G049/G050,Hayriye   Ünal
Spring,CHEM 302,0,20180,Analytical Chemistry,10:40 am - 11:30 am,M,Fac. of Engin. and Nat. Sci. G025,Selmiye   Alkan Gürsel
Spring,CHEM 302,0,20180,Analytical Chemistry,1:40 pm - 3:30 pm,R,Fac.of Arts and Social Sci. G048,Selmiye   Alkan Gürsel
Spring,CHEM 302L,A,20961,Analytical Chemistry - Lab,4:40 pm - 7:30 pm,T,Fac. of Engin. and Nat. Sci. G049/G050,Selmiye   Alkan Gürsel
Spring,CHEM 302L,B,20962,Analytical Chemistry - Lab,1:40 pm - 4:30 pm,T,Fac. of Engin. and Nat. Sci. G049/G050,Selmiye   Alkan Gürsel
Spring,CIP 101N,A,20502,Civic Involvement Projects I-N,12:40 pm - 3:30 pm,T,,Zeynep   Bahar
Spring,CIP 101N,B,20504,Civic Involvement Projects I-N,12:40 pm - 3:30 pm,W,,Zeynep   Bahar
Spring,CIP 101N,BY,21945,Civic Involvement Projects I-N,12:40 pm - 3:30 pm,W,,Zeynep   Bahar
Spring,CIP 101N,C,21659,Civic Involvement Projects I-N,12:40 pm - 3:30 pm,R,,Zeynep   Bahar
Spring,CS 201,A,20603,Programming Fundamentals,12:40 pm - 2:30 pm,M,Sabancı Business School G071,Atıl Utku   Ay
Spring,CS 201,A,20603,Programming Fundamentals,12:40 pm - 1:30 pm,W,Fac.of Arts and Social Sci. G062,Atıl Utku   Ay
Spring,CS 201,B,20605,Programming Fundamentals,8:40 am - 10:30 am,M,Fac.of Arts and Social Sci. G062,Saima   Gül
Spring,CS 201,B,20605,Programming Fundamentals,1:40 pm - 2:30 pm,W,University Center G030,Saima   Gül
Spring,CS 201R,A1,20607,Programming Fundamentals Recitation,10:40 am - 12:30 pm,R,Fac.of Arts and Social Sci. G052,"Atıl Utku   Ay, Saima   Gül"
Spring,CS 201R,A2,20610,Programming Fundamentals Recitation,10:40 am - 12:30 pm,R,Fac. of Engin. and Nat. Sci. L029,"Atıl Utku   Ay, Saima   Gül"
Spring,CS 201R,B1,20617,Programming Fundamentals Recitation,2:40 pm - 4:30 pm,R,Fac. of Engin. and Nat. Sci. L027,"Atıl Utku   Ay, Saima   Gül"
Spring,CS 201R,B2,20618,Programming Fundamentals Recitation,2:40 pm - 4:30 pm,R,Fac. of Engin. and Nat. Sci. L029,"Atıl Utku   Ay, Saima   Gül"
Spring,CS 201R,B3,20620,Programming Fundamentals Recitation,2:40 pm - 4:30 pm,R,Fac.of Arts and Social Sci. G049,"Atıl Utku   Ay, Saima   Gül"
Spring,CS 201R,C1,20628,Programming Fundamentals Recitation,10:40 am - 12:30 pm,F,Fac. of Engin. and Nat. Sci. L027,"Atıl Utku   Ay, Saima   Gül"
Spring,CS 201R,C2,20630,Programming Fundamentals Recitation,10:40 am - 12:30 pm,F,Fac. of Engin. and Nat. Sci. G032,"Atıl Utku   Ay, Saima   Gül"
Spring,CS 201R,C3,20632,Programming Fundamentals Recitation,10:40 am - 12:30 pm,F,Fac.of Arts and Social Sci. G056,"Atıl Utku   Ay, Saima   Gül"
Spring,CS 201R,D1,20635,Programming Fundamentals Recitation,3:40 pm - 5:30 pm,F,Fac. of Engin. and Nat. Sci. L029,"Atıl Utku   Ay, Saima   Gül"
Spring,CS 201R,D2,20636,Programming Fundamentals Recitation,3:40 pm - 5:30 pm,F,Fac.of Arts and Social Sci. 2031,"Atıl Utku   Ay, Saima   Gül"
Spring,CS 204,0,20638,Advanced Programming,4:40 pm - 6:30 pm,M,Fac. of Engin. and Nat. Sci. G077,Albert   Levi
Spring,CS 204,0,20638,Advanced Programming,12:40 pm - 1:30 pm,W,Sabancı Business School G071,Albert   Levi
Spring,CS 204L,A1,20639,Advanced Programming Lab,12:40 pm - 2:30 pm,R,Fac. of Engin. and Nat. Sci. L029,Albert   Levi
Spring,CS 204L,A2,20640,Advanced Programming Lab,12:40 pm - 2:30 pm,R,Fac.of Arts and Social Sci. G022,Albert   Levi
Spring,CS 204L,A3,22154,Advanced Programming Lab,12:40 pm - 2:30 pm,R,Fac.of Arts and Social Sci. G052,Albert   Levi
Spring,CS 204L,B1,20642,Advanced Programming Lab,10:40 am - 12:30 pm,F,Fac. of Engin. and Nat. Sci. G035,Albert   Levi
Spring,CS 204L,B2,20643,Advanced Programming Lab,10:40 am - 12:30 pm,F,Fac.of Arts and Social Sci. G049,Albert   Levi
Spring,CS 204L,B3,23275,Advanced Programming Lab,10:40 am - 12:30 pm,F,Fac.of Arts and Social Sci. G052,Albert   Levi
Spring,CS 204L,C1,20644,Advanced Programming Lab,3:40 pm - 5:30 pm,F,Fac.of Arts and Social Sci. G049,Albert   Levi
Spring,CS 204L,C2,20645,Advanced Programming Lab,3:40 pm - 5:30 pm,F,Fac.of Arts and Social Sci. G052,Albert   Levi
Spring,CS 204L,C3,22624,Advanced Programming Lab,3:40 pm - 5:30 pm,F,Sabancı Business School G013,Albert   Levi
Spring,CS 300,0,20196,Data Structures,4:40 pm - 5:30 pm,M,Fac.of Arts and Social Sci. G062,Saima   Gül
Spring,CS 300,0,20196,Data Structures,12:40 pm - 2:30 pm,T,University Center G030,Saima   Gül
Spring,CS 300R,A,22774,Data Structures-Recitation,5:40 pm - 7:30 pm,W,Fac. of Engin. and Nat. Sci. L030,Saima   Gül
Spring,CS 300R,B,20197,Data Structures-Recitation,8:40 am - 10:30 am,R,Fac. of Engin. and Nat. Sci. G035,Saima   Gül
Spring,CS 300R,C,20200,Data Structures-Recitation,4:40 pm - 6:30 pm,R,Fac. of Engin. and Nat. Sci. G032,Saima   Gül
Spring,CS 301,0,20206,Algorithms,4:40 pm - 5:30 pm,W,Fac. of Engin. and Nat. Sci. G077,Hüsnü   Yenigün
Spring,CS 301,0,20206,Algorithms,2:40 pm - 4:30 pm,F,Fac. of Engin. and Nat. Sci. G077,Hüsnü   Yenigün
Spring,CS 301R,A1,20208,Algorithms-Recitation,6:40 pm - 7:30 pm,W,Fac.of Arts and Social Sci. G062,Hüsnü   Yenigün
Spring,CS 301R,A2,20211,Algorithms-Recitation,6:40 pm - 7:30 pm,W,University Center G030,Hüsnü   Yenigün
Spring,CS 302,0,20216,Formal Languages and Automata Theory,1:40 pm - 2:30 pm,T,Fac. of Engin. and Nat. Sci. L045,Kemal   İnan
Spring,CS 302,0,20216,Formal Languages and Automata Theory,10:40 am - 12:30 pm,F,Fac.of Arts and Social Sci. G018,Kemal   İnan
Spring,CS 302R,0,20217,Formal Languages and Automata Theory Recitation,6:40 pm - 7:30 pm,T,Fac.of Arts and Social Sci. 1010,Kemal   İnan
Spring,CS 303,0,20218,Logic and Digital System Design,8:40 am - 9:30 am,M,Sabancı Business School G071,Ayhan   Bozkurt
Spring,CS 303,0,20218,Logic and Digital System Design,12:40 pm - 2:30 pm,R,Sabancı Business School G071,Ayhan   Bozkurt
Spring,CS 303L,A1,20220,Logic and Digital System Design - Lab.,10:40 am - 12:30 pm,T,Fac. of Engin. and Nat. Sci. 1033,Ayhan   Bozkurt
Spring,CS 303L,A2,20222,Logic and Digital System Design - Lab.,10:40 am - 12:30 pm,T,Fac.of Arts and Social Sci. 1076,Ayhan   Bozkurt
Spring,CS 303L,A3,20224,Logic and Digital System Design - Lab.,10:40 am - 12:30 pm,T,Fac. of Engin. and Nat. Sci. G032,Ayhan   Bozkurt
Spring,CS 303L,A4,22777,Logic and Digital System Design - Lab.,10:40 am - 12:30 pm,T,Fac. of Engin. and Nat. Sci. G015,Ayhan   Bozkurt
Spring,CS 303L,B1,20226,Logic and Digital System Design - Lab.,12:40 pm - 2:30 pm,T,Fac.of Arts and Social Sci. 1076,Ayhan   Bozkurt
Spring,CS 303L,B2,21432,Logic and Digital System Design - Lab.,12:40 pm - 2:30 pm,T,Fac. of Engin. and Nat. Sci. 1033,Ayhan   Bozkurt
Spring,CS 303L,B3,21433,Logic and Digital System Design - Lab.,12:40 pm - 2:30 pm,T,Sabancı Business School L014,Ayhan   Bozkurt
Spring,CS 305,0,22651,Programming Languages,1:40 pm - 2:30 pm,M,University Center G030,Hüsnü   Yenigün
Spring,CS 305,0,22651,Programming Languages,8:40 am - 10:30 am,F,University Center G030,Hüsnü   Yenigün
Spring,CS 306,0,20234,Database Systems,10:40 am - 11:30 am,M,Sabancı Business School G071,Yücel   Saygın
Spring,CS 306,0,20234,Database Systems,11:40 am - 1:30 pm,W,Fac. of Engin. and Nat. Sci. G077,Yücel   Saygın
Spring,CS 306R,A,20235,Database Systems - Recitation,4:40 pm - 5:30 pm,M,Fac. of Engin. and Nat. Sci. L045,Yücel   Saygın
Spring,CS 306R,B,20236,Database Systems - Recitation,5:40 pm - 6:30 pm,W,Fac. of Engin. and Nat. Sci. L045,Yücel   Saygın
Spring,CS 307,0,20237,Operating Systems,1:40 pm - 2:30 pm,W,Sabancı Business School G071,Süha Orhun  Mutluergil
Spring,CS 307,0,20237,Operating Systems,12:40 pm - 2:30 pm,F,Sabancı Business School G071,Süha Orhun  Mutluergil
Spring,CS 307R,0,20238,Operating Systems - Recitation,6:40 pm - 7:30 pm,R,Sabancı Business School G071,Süha Orhun  Mutluergil
Spring,CS 308,0,20239,Software Engineering,9:40 am - 10:30 am,M,Sabancı Business School G071,Cemal   Yılmaz
Spring,CS 308,0,20239,Software Engineering,8:40 am - 10:30 am,R,Sabancı Business School G071,Cemal   Yılmaz
Spring,CS 308L,0,20240,Software Engineering - Lab.,4:40 pm - 7:30 pm,F,Sabancı Business School G071,Cemal   Yılmaz
Spring,CS 310,0,20241,Mobile Application Development,9:40 am - 10:30 am,T,Fac.of Arts and Social Sci. G062,Mohammad Yusaf  Azimi
Spring,CS 310,0,20241,Mobile Application Development,2:40 pm - 4:30 pm,W,Fac.of Arts and Social Sci. G062,Mohammad Yusaf  Azimi
Spring,CS 310R,A,23169,Mobile Application Development - Recitation,5:40 pm - 6:30 pm,T,Fac. of Engin. and Nat. Sci. L045,Mohammad Yusaf  Azimi
Spring,CS 310R,B,23170,Mobile Application Development - Recitation,3:40 pm - 4:30 pm,M,Fac.of Arts and Social Sci. G018,Mohammad Yusaf  Azimi
Spring,CS 403,0,22654,Distributed Systems,2:40 pm - 4:30 pm,M,Fac. of Engin. and Nat. Sci. G032,Süha Orhun  Mutluergil
Spring,CS 403,0,22654,Distributed Systems,8:40 am - 9:30 am,W,Fac. of Engin. and Nat. Sci. G032,Süha Orhun  Mutluergil
Spring,CS 403L,0,22655,Distributed Systems-Lab,9:40 am - 11:30 am,W,Fac. of Engin. and Nat. Sci. G032,Süha Orhun  Mutluergil
Spring,CS 407,0,20247,Theory of Computation,10:40 am - 12:30 pm,T,Fac.of Arts and Social Sci. 1101,Kemal   İnan
Spring,CS 407,0,20247,Theory of Computation,1:40 pm - 2:30 pm,F,Fac.of Arts and Social Sci. 1098,Kemal   İnan
Spring,CS 407R,0,20248,Theory of Computation - Recitation,5:40 pm - 6:30 pm,T,Fac. of Engin. and Nat. Sci. L062,Kemal   İnan
Spring,CS 408,0,20250,Computer Networks,11:40 am - 1:30 pm,W,Fac. of Engin. and Nat. Sci. L045,Özgür   Erçetin
Spring,CS 408,0,20250,Computer Networks,10:40 am - 11:30 am,R,Fac. of Engin. and Nat. Sci. L045,Özgür   Erçetin
Spring,CS 408L,A,20251,Computer Networks - Lab,2:40 pm - 4:30 pm,F,Fac. of Engin. and Nat. Sci. L045,Özgür   Erçetin
Spring,CS 408L,B,21619,Computer Networks - Lab,4:40 pm - 6:30 pm,R,Fac. of Engin. and Nat. Sci. L045,Özgür   Erçetin
Spring,CS 412,0,20252,Machine Learning,4:40 pm - 5:30 pm,M,Sabancı Business School G071,Mohammad Yusaf  Azimi
Spring,CS 412,0,20252,Machine Learning,4:40 pm - 6:30 pm,T,University Center G030,Mohammad Yusaf  Azimi
Spring,CS 412R,0,20253,Machine Learning- Recitation,5:40 pm - 7:30 pm,M,Sabancı Business School G071,Mohammad Yusaf  Azimi
Spring,CS 414,0,21743,Network Science,2:40 pm - 4:30 pm,M,Sabancı Business School G013,Onur   Varol
Spring,CS 414,0,21743,Network Science,10:40 am - 11:30 am,W,Sabancı Business School G013,Onur   Varol
Spring,CS 432,0,22656,Computer and Network Security,2:40 pm - 3:30 pm,T,Fac. of Engin. and Nat. Sci. L045,Albert   Levi
Spring,CS 432,0,22656,Computer and Network Security,4:40 pm - 6:30 pm,R,Fac.of Arts and Social Sci. G062,Albert   Levi
Spring,CS 432L,0,22657,Computer and Network Security- Lab,2:40 pm - 4:30 pm,W,Fac. of Engin. and Nat. Sci. L045,Albert   Levi
Spring,CS 436,0,22216,Cloud Computing,1:40 pm - 4:30 pm,R,Fac.of Arts and Social Sci. 1010,Bahri Atay    Özgövde
Spring,CS 438,0,22079,Blockchain: Security and Applications,9:40 am - 10:30 am,M,Fac. of Engin. and Nat. Sci. L056,Kamer   Kaya
Spring,CS 438,0,22079,Blockchain: Security and Applications,9:40 am - 11:30 am,F,Fac. of Engin. and Nat. Sci. L056,Kamer   Kaya
Spring,CS 440,0,23389,Quantum Programming II,10:40 am - 1:30 pm,F,Fac.of Arts and Social Sci. 1076,Özlem Salehi   Köken
Spring,CS 445,0,23344,Natural Language Processing,12:40 pm - 2:30 pm,M,Fac. of Engin. and Nat. Sci. L045,Dilara   Keküllüoğlu
Spring,CS 445,0,23344,Natural Language Processing,4:40 pm - 5:30 pm,W,Fac. of Engin. and Nat. Sci. L045,Dilara   Keküllüoğlu
Spring,CS 455,0,23171,Large Language Models: Theoretical Foundations and Practical Applications,9:40 am - 10:30 am,W,University Center G030,İnanç   Arın
Spring,CS 455,0,23171,Large Language Models: Theoretical Foundations and Practical Applications,10:40 am - 12:30 pm,R,Fac.of Arts and Social Sci. G062,İnanç   Arın
Spring,CS 460,0,23139,Automated Debugging,4:40 pm - 5:30 pm,M,Fac. of Engin. and Nat. Sci. L067,Cemal   Yılmaz
Spring,CS 460,0,23139,Automated Debugging,8:40 am - 10:30 am,T,Fac. of Engin. and Nat. Sci. L048,Cemal   Yılmaz
Spring,CS 48008,0,22275,Special Topics in CS: Malware Analysis and Detection,10:40 am - 1:30 pm,R,Fac. of Engin. and Nat. Sci. L063,Orçun   Çetin
Spring,CS 503,0,20249,Theory of Computation,10:40 am - 12:30 pm,T,Fac.of Arts and Social Sci. 1101,Kemal   İnan
Spring,CS 503,0,20249,Theory of Computation,1:40 pm - 2:30 pm,F,Fac.of Arts and Social Sci. 1098,Kemal   İnan
