Term,Course Code,Section,CRN,Course Name,Time,Days,Location,Instructor
Fall,ENG 0003,3E1,13352,English Route 3,1:00 pm - 4:50 pm,M,School of Languages Building G038,"Feyza Sena  Avşar, Ahmed   Elmahi , Bayram Mustafa   Zor"
Fall,ENG 0003,3E1,13352,English Route 3,1:00 pm - 4:50 pm,T,School of Languages Building 1046,"Feyza Sena  Avşar, Ahmed   Elmahi , Bayram Mustafa   Zor"
Fall,ENG 0003,3E1,13352,English Route 3,1:00 pm - 4:50 pm,W,School of Languages Building G039,"Feyza Sena  Avşar, Ahmed   Elmahi , Bayram Mustafa   Zor"
Fall,ENG 0003,3E1,13352,English Route 3,1:00 pm - 4:50 pm,R,School of Languages Building 1048,"Feyza Sena  Avşar, Ahmed   Elmahi , Bayram Mustafa   Zor"
Fall,ENG 0003,3E1,13352,English Route 3,1:00 pm - 4:50 pm,F,School of Languages Building 1049,"Feyza Sena  Avşar, Ahmed   Elmahi , Bayram Mustafa   Zor"
Fall,ENG 0003,3E1,13352,English Route 3,9:00 am - 12:50 pm,M,School of Languages Building G038,"Feyza Sena  Avşar, Ahmed   Elmahi , Bayram Mustafa   Zor"
Fall,ENG 0003,3E1,13352,English Route 3,9:00 am - 12:50 pm,T,School of Languages Building 1046,"Feyza Sena  Avşar, Ahmed   Elmahi , Bayram Mustafa   Zor"
Fall,ENG 0003,3E1,13352,English Route 3,9:00 am - 12:50 pm,W,School of Languages Building G039,"Feyza Sena  Avşar, Ahmed   Elmahi , Bayram Mustafa   Zor"
Fall,ENG 0003,3E1,13352,English Route 3,9:00 am - 12:50 pm,R,School of Languages Building 1048,"Feyza Sena  Avşar, Ahmed   Elmahi , Bayram Mustafa   Zor"
Fall,ENG 0003,3E1,13352,English Route 3,9:00 am - 12:50 pm,F,School of Languages Building 1049,"Feyza Sena  Avşar, Ahmed   Elmahi , Bayram Mustafa   Zor"
Fall,ENG 0003,3F1,13353,English Route 3,1:00 pm - 4:50 pm,M,School of Languages Building 1048,"Kenneth Mark   Fıne, Buse   Aral , Gayane   Pozharina"
Fall,ENG 0003,3F1,13353,English Route 3,1:00 pm - 4:50 pm,T,School of Languages Building G039,"Kenneth Mark   Fıne, Buse   Aral , Gayane   Pozharina"
Fall,ENG 0003,3F1,13353,English Route 3,1:00 pm - 4:50 pm,W,School of Languages Building 1048,"Kenneth Mark   Fıne, Buse   Aral , Gayane   Pozharina"
Fall,ENG 0003,3F1,13353,English Route 3,1:00 pm - 4:50 pm,R,School of Languages Building 1049,"Kenneth Mark   Fıne, Buse   Aral , Gayane   Pozharina"
Fall,ENG 0003,3F1,13353,English Route 3,1:00 pm - 4:50 pm,F,School of Languages Building G041,"Kenneth Mark   Fıne, Buse   Aral , Gayane   Pozharina"
Fall,ENG 0003,3F1,13353,English Route 3,9:00 am - 12:50 pm,M,School of Languages Building 1048,"Kenneth Mark   Fıne, Buse   Aral , Gayane   Pozharina"
Fall,ENG 0003,3F1,13353,English Route 3,9:00 am - 12:50 pm,T,School of Languages Building G039,"Kenneth Mark   Fıne, Buse   Aral , Gayane   Pozharina"
Fall,ENG 0003,3F1,13353,English Route 3,9:00 am - 12:50 pm,W,School of Languages Building 1048,"Kenneth Mark   Fıne, Buse   Aral , Gayane   Pozharina"
Fall,ENG 0003,3F1,13353,English Route 3,9:00 am - 12:50 pm,R,School of Languages Building 1049,"Kenneth Mark   Fıne, Buse   Aral , Gayane   Pozharina"
Fall,ENG 0003,3F1,13353,English Route 3,9:00 am - 12:50 pm,F,School of Languages Building G041,"Kenneth Mark   Fıne, Buse   Aral , Gayane   Pozharina"
Fall,ENG 0003,3G1,13354,English Route 3,1:00 pm - 4:50 pm,M,School of Languages Building G039,"Bayram Mustafa   Zor, Nur Zorkaya  Munar , Özlem   Yanar"
Fall,ENG 0003,3G1,13354,English Route 3,1:00 pm - 4:50 pm,T,School of Languages Building 1048,"Bayram Mustafa   Zor, Nur Zorkaya  Munar , Özlem   Yanar"
Fall,ENG 0003,3G1,13354,English Route 3,1:00 pm - 4:50 pm,W,School of Languages Building 1030,"Bayram Mustafa   Zor, Nur Zorkaya  Munar , Özlem   Yanar"
Fall,ENG 0003,3G1,13354,English Route 3,1:00 pm - 4:50 pm,R,School of Languages Building G000,"Bayram Mustafa   Zor, Nur Zorkaya  Munar , Özlem   Yanar"
Fall,ENG 0003,3G1,13354,English Route 3,1:00 pm - 4:50 pm,F,School of Languages Building 1023,"Bayram Mustafa   Zor, Nur Zorkaya  Munar , Özlem   Yanar"
Fall,ENG 0003,3G1,13354,English Route 3,9:00 am - 12:50 pm,M,School of Languages Building G039,"Bayram Mustafa   Zor, Nur Zorkaya  Munar , Özlem   Yanar"
Fall,ENG 0003,3G1,13354,English Route 3,9:00 am - 12:50 pm,T,School of Languages Building 1048,"Bayram Mustafa   Zor, Nur Zorkaya  Munar , Özlem   Yanar"
Fall,ENG 0003,3G1,13354,English Route 3,9:00 am - 12:50 pm,W,School of Languages Building 1030,"Bayram Mustafa   Zor, Nur Zorkaya  Munar , Özlem   Yanar"
Fall,ENG 0003,3G1,13354,English Route 3,9:00 am - 12:50 pm,R,School of Languages Building G000,"Bayram Mustafa   Zor, Nur Zorkaya  Munar , Özlem   Yanar"
Fall,ENG 0003,3G1,13354,English Route 3,9:00 am - 12:50 pm,F,School of Languages Building 1023,"Bayram Mustafa   Zor, Nur Zorkaya  Munar , Özlem   Yanar"
Fall,ENG 0003,3H1,13355,English Route 3,1:00 pm - 4:50 pm,M,School of Languages Building G000,"Seyran   Erdoğan, Selçuk   Bilgin , Ebru   Yamaç"
Fall,ENG 0003,3H1,13355,English Route 3,1:00 pm - 4:50 pm,T,School of Languages Building G041,"Seyran   Erdoğan, Selçuk   Bilgin , Ebru   Yamaç"
Fall,ENG 0003,3H1,13355,English Route 3,1:00 pm - 4:50 pm,W,School of Languages Building G017,"Seyran   Erdoğan, Selçuk   Bilgin , Ebru   Yamaç"
Fall,ENG 0003,3H1,13355,English Route 3,1:00 pm - 4:50 pm,R,School of Languages Building 1050,"Seyran   Erdoğan, Selçuk   Bilgin , Ebru   Yamaç"
Fall,ENG 0003,3H1,13355,English Route 3,1:00 pm - 4:50 pm,F,School of Languages Building G024,"Seyran   Erdoğan, Selçuk   Bilgin , Ebru   Yamaç"
Fall,ENG 0003,3H1,13355,English Route 3,9:00 am - 12:50 pm,M,School of Languages Building G000,"Seyran   Erdoğan, Selçuk   Bilgin , Ebru   Yamaç"
Fall,ENG 0003,3H1,13355,English Route 3,9:00 am - 12:50 pm,T,School of Languages Building G041,"Seyran   Erdoğan, Selçuk   Bilgin , Ebru   Yamaç"
Fall,ENG 0003,3H1,13355,English Route 3,9:00 am - 12:50 pm,W,School of Languages Building G017,"Seyran   Erdoğan, Selçuk   Bilgin , Ebru   Yamaç"
Fall,ENG 0003,3H1,13355,English Route 3,9:00 am - 12:50 pm,R,School of Languages Building 1050,"Seyran   Erdoğan, Selçuk   Bilgin , Ebru   Yamaç"
Fall,ENG 0003,3H1,13355,English Route 3,9:00 am - 12:50 pm,F,School of Languages Building G024,"Seyran   Erdoğan, Selçuk   Bilgin , Ebru   Yamaç"
Fall,ENG 0003,3J1,13356,English Route 3,1:00 pm - 4:50 pm,M,School of Languages Building G041,"Eren   Benderli, Kenneth Mark   Fıne , İrem   Gedil"
Fall,ENG 0003,3J1,13356,English Route 3,1:00 pm - 4:50 pm,T,School of Languages Building G024,"Eren   Benderli, Kenneth Mark   Fıne , İrem   Gedil"
Fall,ENG 0003,3J1,13356,English Route 3,1:00 pm - 4:50 pm,W,School of Languages Building 1049,"Eren   Benderli, Kenneth Mark   Fıne , İrem   Gedil"
Fall,ENG 0003,3J1,13356,English Route 3,1:00 pm - 4:50 pm,R,School of Languages Building 1031,"Eren   Benderli, Kenneth Mark   Fıne , İrem   Gedil"
Fall,ENG 0003,3J1,13356,English Route 3,1:00 pm - 4:50 pm,F,School of Languages Building G000,"Eren   Benderli, Kenneth Mark   Fıne , İrem   Gedil"
Fall,ENG 0003,3J1,13356,English Route 3,9:00 am - 12:50 pm,M,School of Languages Building G041,"Eren   Benderli, Kenneth Mark   Fıne , İrem   Gedil"
Fall,ENG 0003,3J1,13356,English Route 3,9:00 am - 12:50 pm,T,School of Languages Building G024,"Eren   Benderli, Kenneth Mark   Fıne , İrem   Gedil"
Fall,ENG 0003,3J1,13356,English Route 3,9:00 am - 12:50 pm,W,School of Languages Building 1049,"Eren   Benderli, Kenneth Mark   Fıne , İrem   Gedil"
Fall,ENG 0003,3J1,13356,English Route 3,9:00 am - 12:50 pm,R,School of Languages Building 1031,"Eren   Benderli, Kenneth Mark   Fıne , İrem   Gedil"
Fall,ENG 0003,3J1,13356,English Route 3,9:00 am - 12:50 pm,F,School of Languages Building G000,"Eren   Benderli, Kenneth Mark   Fıne , İrem   Gedil"
Fall,ENG 0003,3K1,13357,English Route 3,1:00 pm - 4:50 pm,M,School of Languages Building 1050,"Özlem   Yanar, Feyza Sena  Avşar , Nur Zorkaya  Munar"
Fall,ENG 0003,3K1,13357,English Route 3,1:00 pm - 4:50 pm,T,School of Languages Building 1050,"Özlem   Yanar, Feyza Sena  Avşar , Nur Zorkaya  Munar"
Fall,ENG 0003,3K1,13357,English Route 3,1:00 pm - 4:50 pm,W,School of Languages Building 1031,"Özlem   Yanar, Feyza Sena  Avşar , Nur Zorkaya  Munar"
Fall,ENG 0003,3K1,13357,English Route 3,1:00 pm - 4:50 pm,R,School of Languages Building 1023,"Özlem   Yanar, Feyza Sena  Avşar , Nur Zorkaya  Munar"
Fall,ENG 0003,3K1,13357,English Route 3,1:00 pm - 4:50 pm,F,School of Languages Building 1050,"Özlem   Yanar, Feyza Sena  Avşar , Nur Zorkaya  Munar"
Fall,ENG 0003,3K1,13357,English Route 3,9:00 am - 12:50 pm,M,School of Languages Building 1050,"Özlem   Yanar, Feyza Sena  Avşar , Nur Zorkaya  Munar"
Fall,ENG 0003,3K1,13357,English Route 3,9:00 am - 12:50 pm,T,School of Languages Building 1050,"Özlem   Yanar, Feyza Sena  Avşar , Nur Zorkaya  Munar"
Fall,ENG 0003,3K1,13357,English Route 3,9:00 am - 12:50 pm,W,School of Languages Building 1031,"Özlem   Yanar, Feyza Sena  Avşar , Nur Zorkaya  Munar"
Fall,ENG 0003,3K1,13357,English Route 3,9:00 am - 12:50 pm,R,School of Languages Building 1023,"Özlem   Yanar, Feyza Sena  Avşar , Nur Zorkaya  Munar"
Fall,ENG 0003,3K1,13357,English Route 3,9:00 am - 12:50 pm,F,School of Languages Building 1050,"Özlem   Yanar, Feyza Sena  Avşar , Nur Zorkaya  Munar"
Fall,ENG 0003,3L1,13358,English Route 3,1:00 pm - 4:50 pm,M,School of Languages Building 1046,"David   Hill, Selçuk   Bilgin , Seyran   Erdoğan"
Fall,ENG 0003,3L1,13358,English Route 3,1:00 pm - 4:50 pm,T,School of Languages Building 1030,"David   Hill, Selçuk   Bilgin , Seyran   Erdoğan"
Fall,ENG 0003,3L1,13358,English Route 3,1:00 pm - 4:50 pm,W,School of Languages Building 1037,"David   Hill, Selçuk   Bilgin , Seyran   Erdoğan"
Fall,ENG 0003,3L1,13358,English Route 3,1:00 pm - 4:50 pm,R,School of Languages Building G041,"David   Hill, Selçuk   Bilgin , Seyran   Erdoğan"
Fall,ENG 0003,3L1,13358,English Route 3,1:00 pm - 4:50 pm,F,School of Languages Building 1025,"David   Hill, Selçuk   Bilgin , Seyran   Erdoğan"
Fall,ENG 0003,3L1,13358,English Route 3,9:00 am - 12:50 pm,M,School of Languages Building 1046,"David   Hill, Selçuk   Bilgin , Seyran   Erdoğan"
Fall,ENG 0003,3L1,13358,English Route 3,9:00 am - 12:50 pm,T,School of Languages Building 1030,"David   Hill, Selçuk   Bilgin , Seyran   Erdoğan"
Fall,ENG 0003,3L1,13358,English Route 3,9:00 am - 12:50 pm,W,School of Languages Building 1037,"David   Hill, Selçuk   Bilgin , Seyran   Erdoğan"
Fall,ENG 0003,3L1,13358,English Route 3,9:00 am - 12:50 pm,R,School of Languages Building G041,"David   Hill, Selçuk   Bilgin , Seyran   Erdoğan"
Fall,ENG 0003,3L1,13358,English Route 3,9:00 am - 12:50 pm,F,School of Languages Building 1025,"David   Hill, Selçuk   Bilgin , Seyran   Erdoğan"
Fall,ENG 0004,4A1,13359,English Route 4,9:00 am - 12:50 pm,M,School of Languages Building 1030,"Deniz   Özden Rodrigues, Metin   Çırpan , Mine   Gündüz Kartal"
Fall,ENG 0004,4A1,13359,English Route 4,9:00 am - 12:50 pm,T,School of Languages Building G041,"Deniz   Özden Rodrigues, Metin   Çırpan , Mine   Gündüz Kartal"
Fall,ENG 0004,4A1,13359,English Route 4,9:00 am - 12:50 pm,W,Fac.of Arts and Social Sci. 1076,"Deniz   Özden Rodrigues, Metin   Çırpan , Mine   Gündüz Kartal"
Fall,ENG 0004,4A1,13359,English Route 4,9:00 am - 12:50 pm,R,School of Languages Building 1023,"Deniz   Özden Rodrigues, Metin   Çırpan , Mine   Gündüz Kartal"
Fall,ENG 0004,4A1,13359,English Route 4,9:00 am - 12:50 pm,F,School of Languages Building G000,"Deniz   Özden Rodrigues, Metin   Çırpan , Mine   Gündüz Kartal"
Fall,ENG 0004,4A1,13359,English Route 4,1:00 pm - 4:50 pm,M,School of Languages Building 1030,"Deniz   Özden Rodrigues, Metin   Çırpan , Mine   Gündüz Kartal"
Fall,ENG 0004,4A1,13359,English Route 4,1:00 pm - 4:50 pm,T,School of Languages Building G041,"Deniz   Özden Rodrigues, Metin   Çırpan , Mine   Gündüz Kartal"
Fall,ENG 0004,4A1,13359,English Route 4,1:00 pm - 4:50 pm,W,Fac. of Engin. and Nat. Sci. L048,"Deniz   Özden Rodrigues, Metin   Çırpan , Mine   Gündüz Kartal"
Fall,ENG 0004,4A1,13359,English Route 4,1:00 pm - 4:50 pm,R,School of Languages Building 1023,"Deniz   Özden Rodrigues, Metin   Çırpan , Mine   Gündüz Kartal"
Fall,ENG 0004,4A1,13359,English Route 4,1:00 pm - 4:50 pm,F,School of Languages Building G000,"Deniz   Özden Rodrigues, Metin   Çırpan , Mine   Gündüz Kartal"
Fall,ENG 0004,4B1,13360,English Route 4,9:00 am - 12:50 pm,M,School of Languages Building G023,"Adam Michael   Rackham, Arzu Nihan   Poyraz , Mutlu   Üstünkaya Bosson"
Fall,ENG 0004,4B1,13360,English Route 4,9:00 am - 12:50 pm,T,School of Languages Building 1023,"Adam Michael   Rackham, Arzu Nihan   Poyraz , Mutlu   Üstünkaya Bosson"
Fall,ENG 0004,4B1,13360,English Route 4,9:00 am - 12:50 pm,W,Fac. of Engin. and Nat. Sci. L048,"Adam Michael   Rackham, Arzu Nihan   Poyraz , Mutlu   Üstünkaya Bosson"
Fall,ENG 0004,4B1,13360,English Route 4,9:00 am - 12:50 pm,R,School of Languages Building G000,"Adam Michael   Rackham, Arzu Nihan   Poyraz , Mutlu   Üstünkaya Bosson"
Fall,ENG 0004,4B1,13360,English Route 4,9:00 am - 12:50 pm,F,School of Languages Building 1025,"Adam Michael   Rackham, Arzu Nihan   Poyraz , Mutlu   Üstünkaya Bosson"
Fall,ENG 0004,4B1,13360,English Route 4,1:00 pm - 4:50 pm,M,School of Languages Building G023,"Adam Michael   Rackham, Arzu Nihan   Poyraz , Mutlu   Üstünkaya Bosson"
Fall,ENG 0004,4B1,13360,English Route 4,1:00 pm - 4:50 pm,T,School of Languages Building 1023,"Adam Michael   Rackham, Arzu Nihan   Poyraz , Mutlu   Üstünkaya Bosson"
Fall,ENG 0004,4B1,13360,English Route 4,1:00 pm - 4:50 pm,W,Fac. of Engin. and Nat. Sci. L067,"Adam Michael   Rackham, Arzu Nihan   Poyraz , Mutlu   Üstünkaya Bosson"
Fall,ENG 0004,4B1,13360,English Route 4,1:00 pm - 4:50 pm,R,School of Languages Building G000,"Adam Michael   Rackham, Arzu Nihan   Poyraz , Mutlu   Üstünkaya Bosson"
Fall,ENG 0004,4B1,13360,English Route 4,1:00 pm - 4:50 pm,F,School of Languages Building 1025,"Adam Michael   Rackham, Arzu Nihan   Poyraz , Mutlu   Üstünkaya Bosson"
Fall,ENG 0004,4C1,13361,English Route 4,9:00 am - 12:50 pm,M,School of Languages Building 1031,"Ali   Aydın, Nezaket   Özgirin , Mutlu   Üstünkaya Bosson"
Fall,ENG 0004,4C1,13361,English Route 4,9:00 am - 12:50 pm,T,School of Languages Building G000,"Ali   Aydın, Nezaket   Özgirin , Mutlu   Üstünkaya Bosson"
Fall,ENG 0004,4C1,13361,English Route 4,9:00 am - 12:50 pm,W,Sabancı Business School G098,"Ali   Aydın, Nezaket   Özgirin , Mutlu   Üstünkaya Bosson"
Fall,ENG 0004,4C1,13361,English Route 4,9:00 am - 12:50 pm,R,School of Languages Building 1025,"Ali   Aydın, Nezaket   Özgirin , Mutlu   Üstünkaya Bosson"
Fall,ENG 0004,4C1,13361,English Route 4,9:00 am - 12:50 pm,F,School of Languages Building G016,"Ali   Aydın, Nezaket   Özgirin , Mutlu   Üstünkaya Bosson"
Fall,ENG 0004,4C1,13361,English Route 4,1:00 pm - 4:50 pm,M,School of Languages Building 1031,"Ali   Aydın, Nezaket   Özgirin , Mutlu   Üstünkaya Bosson"
Fall,ENG 0004,4C1,13361,English Route 4,1:00 pm - 4:50 pm,T,School of Languages Building G000,"Ali   Aydın, Nezaket   Özgirin , Mutlu   Üstünkaya Bosson"
Fall,ENG 0004,4C1,13361,English Route 4,1:00 pm - 4:50 pm,W,Sabancı Business School G098,"Ali   Aydın, Nezaket   Özgirin , Mutlu   Üstünkaya Bosson"
Fall,ENG 0004,4C1,13361,English Route 4,1:00 pm - 4:50 pm,R,School of Languages Building 1025,"Ali   Aydın, Nezaket   Özgirin , Mutlu   Üstünkaya Bosson"
Fall,ENG 0004,4C1,13361,English Route 4,1:00 pm - 4:50 pm,F,School of Languages Building G016,"Ali   Aydın, Nezaket   Özgirin , Mutlu   Üstünkaya Bosson"
Fall,ENG 0004,4D1,13362,English Route 4,9:00 am - 12:50 pm,M,School of Languages Building G024,"Lukka Alp   Akarçay, Gökçe   Dülgerci , Merve   Yıldırım"
Fall,ENG 0004,4D1,13362,English Route 4,9:00 am - 12:50 pm,T,School of Languages Building 1025,"Lukka Alp   Akarçay, Gökçe   Dülgerci , Merve   Yıldırım"
Fall,ENG 0004,4D1,13362,English Route 4,9:00 am - 12:50 pm,W,School of Languages Building G017,"Lukka Alp   Akarçay, Gökçe   Dülgerci , Merve   Yıldırım"
Fall,ENG 0004,4D1,13362,English Route 4,9:00 am - 12:50 pm,R,School of Languages Building G016,"Lukka Alp   Akarçay, Gökçe   Dülgerci , Merve   Yıldırım"
Fall,ENG 0004,4D1,13362,English Route 4,9:00 am - 12:50 pm,F,School of Languages Building 1026,"Lukka Alp   Akarçay, Gökçe   Dülgerci , Merve   Yıldırım"
Fall,ENG 0004,4D1,13362,English Route 4,1:00 pm - 4:50 pm,M,School of Languages Building G024,"Lukka Alp   Akarçay, Gökçe   Dülgerci , Merve   Yıldırım"
Fall,ENG 0004,4D1,13362,English Route 4,1:00 pm - 4:50 pm,T,School of Languages Building 1025,"Lukka Alp   Akarçay, Gökçe   Dülgerci , Merve   Yıldırım"
Fall,ENG 0004,4D1,13362,English Route 4,1:00 pm - 4:50 pm,W,School of Languages Building G017,"Lukka Alp   Akarçay, Gökçe   Dülgerci , Merve   Yıldırım"
Fall,ENG 0004,4D1,13362,English Route 4,1:00 pm - 4:50 pm,R,School of Languages Building G016,"Lukka Alp   Akarçay, Gökçe   Dülgerci , Merve   Yıldırım"
Fall,ENG 0004,4D1,13362,English Route 4,1:00 pm - 4:50 pm,F,School of Languages Building 1026,"Lukka Alp   Akarçay, Gökçe   Dülgerci , Merve   Yıldırım"
Fall,ENG 0004,4E1,13363,English Route 4,9:00 am - 12:50 pm,M,School of Languages Building 1037,"Arzu Nihan   Poyraz, Ali   Aydın , Celile   Gürsu"
Fall,ENG 0004,4E1,13363,English Route 4,9:00 am - 12:50 pm,T,School of Languages Building G016,"Arzu Nihan   Poyraz, Ali   Aydın , Celile   Gürsu"
Fall,ENG 0004,4E1,13363,English Route 4,9:00 am - 12:50 pm,W,Fac.of Arts and Social Sci. 2101,"Arzu Nihan   Poyraz, Ali   Aydın , Celile   Gürsu"
Fall,ENG 0004,4E1,13363,English Route 4,9:00 am - 12:50 pm,R,School of Languages Building 1026,"Arzu Nihan   Poyraz, Ali   Aydın , Celile   Gürsu"
Fall,ENG 0004,4E1,13363,English Route 4,9:00 am - 12:50 pm,F,School of Languages Building G017,"Arzu Nihan   Poyraz, Ali   Aydın , Celile   Gürsu"
Fall,ENG 0004,4E1,13363,English Route 4,1:00 pm - 4:50 pm,M,School of Languages Building 1037,"Arzu Nihan   Poyraz, Ali   Aydın , Celile   Gürsu"
Fall,ENG 0004,4E1,13363,English Route 4,1:00 pm - 4:50 pm,T,School of Languages Building G016,"Arzu Nihan   Poyraz, Ali   Aydın , Celile   Gürsu"
Fall,ENG 0004,4E1,13363,English Route 4,1:00 pm - 4:50 pm,W,Fac. of Engin. and Nat. Sci. L027,"Arzu Nihan   Poyraz, Ali   Aydın , Celile   Gürsu"
Fall,ENG 0004,4E1,13363,English Route 4,1:00 pm - 4:50 pm,R,School of Languages Building 1026,"Arzu Nihan   Poyraz, Ali   Aydın , Celile   Gürsu"
Fall,ENG 0004,4E1,13363,English Route 4,1:00 pm - 4:50 pm,F,School of Languages Building G017,"Arzu Nihan   Poyraz, Ali   Aydın , Celile   Gürsu"
Fall,ENG 0004,4F1,13364,English Route 4,9:00 am - 12:50 pm,M,School of Languages Building G025,"Ayşegül   İnce, Deniz Güneren  Çırpan"
Fall,ENG 0004,4F1,13364,English Route 4,9:00 am - 12:50 pm,T,School of Languages Building 1026,"Ayşegül   İnce, Deniz Güneren  Çırpan"
Fall,ENG 0004,4F1,13364,English Route 4,9:00 am - 12:50 pm,W,Fac. of Engin. and Nat. Sci. L061,"Ayşegül   İnce, Deniz Güneren  Çırpan"
Fall,ENG 0004,4F1,13364,English Route 4,9:00 am - 12:50 pm,R,School of Languages Building G017,"Ayşegül   İnce, Deniz Güneren  Çırpan"
Fall,ENG 0004,4F1,13364,English Route 4,9:00 am - 12:50 pm,F,School of Languages Building 1027,"Ayşegül   İnce, Deniz Güneren  Çırpan"
Fall,ENG 0004,4F1,13364,English Route 4,1:00 pm - 4:50 pm,M,School of Languages Building G025,"Ayşegül   İnce, Deniz Güneren  Çırpan"
Fall,ENG 0004,4F1,13364,English Route 4,1:00 pm - 4:50 pm,T,School of Languages Building 1026,"Ayşegül   İnce, Deniz Güneren  Çırpan"
Fall,ENG 0004,4F1,13364,English Route 4,1:00 pm - 4:50 pm,W,Fac.of Arts and Social Sci. G052,"Ayşegül   İnce, Deniz Güneren  Çırpan"
Fall,ENG 0004,4F1,13364,English Route 4,1:00 pm - 4:50 pm,R,School of Languages Building G017,"Ayşegül   İnce, Deniz Güneren  Çırpan"
Fall,ENG 0004,4F1,13364,English Route 4,1:00 pm - 4:50 pm,F,School of Languages Building 1027,"Ayşegül   İnce, Deniz Güneren  Çırpan"
Fall,ENG 0004,4G1,13365,English Route 4,9:00 am - 12:50 pm,M,Fac.of Arts and Social Sci. 1097,"Bünyamin   Mengi, Ferda Yeşim Kutay  Akaalp , Soner   Yaşar"
Fall,ENG 0004,4G1,13365,English Route 4,9:00 am - 12:50 pm,T,School of Languages Building G017,"Bünyamin   Mengi, Ferda Yeşim Kutay  Akaalp , Soner   Yaşar"
Fall,ENG 0004,4G1,13365,English Route 4,9:00 am - 12:50 pm,W,School of Languages Building 1023,"Bünyamin   Mengi, Ferda Yeşim Kutay  Akaalp , Soner   Yaşar"
Fall,ENG 0004,4G1,13365,English Route 4,9:00 am - 12:50 pm,R,School of Languages Building 1027,"Bünyamin   Mengi, Ferda Yeşim Kutay  Akaalp , Soner   Yaşar"
Fall,ENG 0004,4G1,13365,English Route 4,9:00 am - 12:50 pm,F,School of Languages Building G018,"Bünyamin   Mengi, Ferda Yeşim Kutay  Akaalp , Soner   Yaşar"
Fall,ENG 0004,4G1,13365,English Route 4,1:00 pm - 4:50 pm,M,Sabancı Business School G062,"Bünyamin   Mengi, Ferda Yeşim Kutay  Akaalp , Soner   Yaşar"
Fall,ENG 0004,4G1,13365,English Route 4,1:00 pm - 4:50 pm,T,School of Languages Building G017,"Bünyamin   Mengi, Ferda Yeşim Kutay  Akaalp , Soner   Yaşar"
Fall,ENG 0004,4G1,13365,English Route 4,1:00 pm - 4:50 pm,W,School of Languages Building 1023,"Bünyamin   Mengi, Ferda Yeşim Kutay  Akaalp , Soner   Yaşar"
Fall,ENG 0004,4G1,13365,English Route 4,1:00 pm - 4:50 pm,R,School of Languages Building 1027,"Bünyamin   Mengi, Ferda Yeşim Kutay  Akaalp , Soner   Yaşar"
Fall,ENG 0004,4G1,13365,English Route 4,1:00 pm - 4:50 pm,F,School of Languages Building G018,"Bünyamin   Mengi, Ferda Yeşim Kutay  Akaalp , Soner   Yaşar"
Fall,ENG 0004,4H1,13366,English Route 4,9:00 am - 12:50 pm,M,School of Languages Building G038,"Büşra Nur   Özer Musaoğlu, Deniz Güneren  Çırpan"
Fall,ENG 0004,4H1,13366,English Route 4,9:00 am - 12:50 pm,T,School of Languages Building 1027,"Büşra Nur   Özer Musaoğlu, Deniz Güneren  Çırpan"
Fall,ENG 0004,4H1,13366,English Route 4,9:00 am - 12:50 pm,W,Fac. of Engin. and Nat. Sci. G059,"Büşra Nur   Özer Musaoğlu, Deniz Güneren  Çırpan"
Fall,ENG 0004,4H1,13366,English Route 4,9:00 am - 12:50 pm,R,School of Languages Building G018,"Büşra Nur   Özer Musaoğlu, Deniz Güneren  Çırpan"
Fall,ENG 0004,4H1,13366,English Route 4,9:00 am - 12:50 pm,F,School of Languages Building 1030,"Büşra Nur   Özer Musaoğlu, Deniz Güneren  Çırpan"
Fall,ENG 0004,4H1,13366,English Route 4,1:00 pm - 4:50 pm,M,School of Languages Building G038,"Büşra Nur   Özer Musaoğlu, Deniz Güneren  Çırpan"
Fall,ENG 0004,4H1,13366,English Route 4,1:00 pm - 4:50 pm,T,School of Languages Building 1027,"Büşra Nur   Özer Musaoğlu, Deniz Güneren  Çırpan"
Fall,ENG 0004,4H1,13366,English Route 4,1:00 pm - 4:50 pm,W,Fac. of Engin. and Nat. Sci. G055,"Büşra Nur   Özer Musaoğlu, Deniz Güneren  Çırpan"
Fall,ENG 0004,4H1,13366,English Route 4,1:00 pm - 4:50 pm,R,School of Languages Building G018,"Büşra Nur   Özer Musaoğlu, Deniz Güneren  Çırpan"
Fall,ENG 0004,4H1,13366,English Route 4,1:00 pm - 4:50 pm,F,School of Languages Building 1030,"Büşra Nur   Özer Musaoğlu, Deniz Güneren  Çırpan"
Fall,ENG 0004,4J1,13367,English Route 4,9:00 am - 12:50 pm,M,School of Languages Building 1046,"Celile   Gürsu, Itır   Beğen"
Fall,ENG 0004,4J1,13367,English Route 4,9:00 am - 12:50 pm,T,School of Languages Building G018,"Celile   Gürsu, Itır   Beğen"
Fall,ENG 0004,4J1,13367,English Route 4,9:00 am - 12:50 pm,W,School of Languages Building 1049,"Celile   Gürsu, Itır   Beğen"
Fall,ENG 0004,4J1,13367,English Route 4,9:00 am - 12:50 pm,R,School of Languages Building 1030,"Celile   Gürsu, Itır   Beğen"
Fall,ENG 0004,4J1,13367,English Route 4,9:00 am - 12:50 pm,F,School of Languages Building G023,"Celile   Gürsu, Itır   Beğen"
Fall,ENG 0004,4J1,13367,English Route 4,1:00 pm - 4:50 pm,M,School of Languages Building 1046,"Celile   Gürsu, Itır   Beğen"
